"","top_hit","gene_id","length","eValue","bitscore","simMean","UniProtKB_entry","status","protein_names","gene_names","organism","GO_IDs","GO_terms"
"136","XP_027043447.1","Pver_g137.t1",351,6e-196,694.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"137","XP_027043547.1","Pver_g138.t1",350,2e-202,715.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"138","XP_027043481.1","Pver_g139.t2",680,0,1146.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"139","XP_027043483.1","Pver_g140.t1",237,4.9e-136,494.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"140","XP_027043492.1","Pver_g141.t1",327,4.6e-183,652.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"141","XP_027043491.1","Pver_g142.t1",449,3e-259,904.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"142","RMX39806.1","Pver_g143.t2",150,1.3e-77,300.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"143","XP_027058276.1","Pver_g144.t1",863,0,1666.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"144","PFX24675.1","Pver_g145.t1",286,2.1e-48,204.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"145","XP_027058362.1","Pver_g146.t1",81,1.3e-09,75.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"146","XP_027058362.1","Pver_g147.t1",70,6.7e-34,156,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"147","RMX53613.1","Pver_g148.t1",321,3.6e-145,526.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"148","RMX53613.1","Pver_g150.t1",209,3.8e-116,428.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"149","XP_027058335.1","Pver_g151.t1",212,2.5e-93,353.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"150","XP_027058322.1","Pver_g152.t1",785,4.4e-123,453.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"151","PFX20505.1","Pver_g153.t1",360,5.7e-128,468.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"152","XP_027059015.1","Pver_g154.t1",1680,0,3166.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"153","RMX53616.1","Pver_g155.t1",420,2.3e-181,646,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"154","XP_027059703.1","Pver_g156.t2",140,2.3e-72,282.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"155","XP_022798669.1","Pver_g157.t1",81,2.2e-28,136,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"156","XP_020606715.1","Pver_g158.t1",934,0,1500.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"157","RMX53620.1","Pver_g159.t1",439,6.4e-190,674.5,97.27,"A0A3M6UIX5_POCDA","unreviewed","Peroxin-13 (Fragment)","pdam_00000259","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0016560; C:GO:0005778; C:GO:0016021;GO:0005778; GO:0016021; GO:0016560","P:protein import into peroxisome matrix, docking; C:peroxisomal membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; peroxisomal membrane [GO:0005778]; protein import into peroxisome matrix, docking [GO:0016560]"
"158","XP_027059468.1","Pver_g160.t1",380,1.3e-215,759.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"159","RMX53822.1","Pver_g161.t1",79,1.1e-39,172.9,97.47,"A0A3M6UJK8_POCDA","unreviewed","Complex I-15 kDa (NADH dehydrogenase [ubiquinone] iron-sulfur protein 5) (NADH-ubiquinone oxidoreductase 15 kDa subunit)","pdam_00000262","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0005743; C:GO:0070469;GO:0005743; GO:0070469","C:mitochondrial inner membrane; C:respirasome;mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]"
"160","XP_027059389.1","Pver_g162.t1_g164.t1",1065,0,1812.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"161","XP_027059369.1","Pver_g163.t1",258,1.2e-140,510,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"162","XP_027059398.1","Pver_g165.t1",807,0,1394.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"163","XP_027059410.1","Pver_g166.t1",568,0,1192.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"164","XP_027059339.1","Pver_g167.t1",330,2.2e-102,383.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"165","XP_027059625.1","Pver_g168.t2",137,4.1e-66,261.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"166","XP_022798667.1","Pver_g169.t1",338,1.6e-116,430.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"167","XP_027058494.1","Pver_g170.t1",388,2.4e-220,775.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"168","XP_027058502.1","Pver_g171.t1",176,1.2e-94,356.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"169","XP_027057792.1","Pver_g172.t1",209,3.6e-114,421.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"170","XP_022798661.1","Pver_g173.t1",482,7.4e-264,920.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"171","RMX53763.1","Pver_g174.t1",365,2.2e-183,652.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"172","XP_027058434.1","Pver_g175.t1",457,3.4e-218,768.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"173","XP_027058410.1","Pver_g176.t1",478,2.6e-245,858.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"174","XP_027058459.1","Pver_g177.t1",398,1.5e-233,819.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"175","XP_027058441.1","Pver_g178.t1",167,4.3e-78,301.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"176","RMX53623.1","Pver_g179.t1",649,0,1224.9,94.3,"A0A3M6UIU4_POCDA","unreviewed","Aminopeptidase (EC 3.4.11.-)","pdam_00000283","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006508; F:GO:0004177; F:GO:0008237; F:GO:0008270;GO:0004177; GO:0008237; GO:0008270","P:proteolysis; F:aminopeptidase activity; F:metallopeptidase activity; F:zinc ion binding;aminopeptidase activity [GO:0004177]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]"
"177","XP_022798678.1","Pver_g180.t1",980,0,1919.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"178","XP_027059868.1","Pver_g181.t1",789,0,1425.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"179","RMX53638.1","Pver_g182.t1",138,4e-52,217.2,75.36,"A0A3M6UJS8_POCDA","unreviewed","Uncharacterized protein","pdam_00000286","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016020;GO:0016021","C:membrane;integral component of membrane [GO:0016021]"
"180","XP_015762460.1","Pver_g183.t1",402,5.3e-199,704.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"181","XP_027059773.1","Pver_g184.t1",357,7.3e-200,707.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"182","XP_027059816.1","Pver_g185.t1",200,2.2e-100,375.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"183","XP_027059807.1","Pver_g186.t1",207,1.5e-91,346.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"184","XP_027059796.1","Pver_g187.t1",274,8.2e-159,570.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"185","RMX53666.1","Pver_g188.t1",60,3.8e-17,97.8,80,"A0A3M6UJ52_POCDA","unreviewed","Uncharacterized protein","pdam_00000290","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006122; C:GO:0005750;GO:0005750; GO:0006122; GO:0016021","P:mitochondrial electron transport, ubiquinol to cytochrome c; C:mitochondrial respiratory chain complex III;integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]"
"186","XP_027059834.1","Pver_g189.t1",150,1.8e-75,292.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"187","XP_027059845.1","Pver_g190.t1",298,1e-167,600.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"188","PFX31150.1","Pver_g191.t1",723,0,1173.3,79.25,"A0A2B4SQJ3_STYPI","unreviewed","Transmembrane protein 246","TMEM246 AWC38_SpisGene4090","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0006506; F:GO:0016757; C:GO:0000139; C:GO:0016021;GO:0000139; GO:0006506; GO:0016021; GO:0016757","P:GPI anchor biosynthetic process; F:glycosyltransferase activity; C:Golgi membrane; C:integral component of membrane;Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; transferase activity, transferring glycosyl groups [GO:0016757]; GPI anchor biosynthetic process [GO:0006506]"
"189","XP_027057517.1","Pver_g192.t1",188,1.2e-97,366.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"190","RMX53716.1","Pver_g193.t2",204,1.3e-113,419.9,100,"A0A3M6UJ96_POCDA","unreviewed","Vacuolar protein sorting-associated protein 29 (Vesicle protein sorting 29)","pdam_00000296","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0015031; P:GO:0042147; C:GO:0005829; C:GO:0010008; C:GO:0030904;GO:0005829; GO:0010008; GO:0015031; GO:0030904; GO:0042147","P:protein transport; P:retrograde transport, endosome to Golgi; C:cytosol; C:endosome membrane; C:retromer complex;cytosol [GO:0005829]; endosome membrane [GO:0010008]; retromer complex [GO:0030904]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]"
"191","XP_027059074.1","Pver_g194.t1",413,1.9e-204,722.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"192","XP_027058284.1","Pver_g195.t1",442,6.1e-124,455.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"193","XP_027058302.1","Pver_g196.t1",349,6.9e-179,637.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"194","XP_027058265.1","Pver_g197.t1",561,2.4e-276,961.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"195","XP_027059601.1","Pver_g198.t1",370,1.5e-200,709.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"196","XP_027057927.1","Pver_g199.t1",681,1.3e-269,939.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"197","XP_027058624.1","Pver_g200.t1",719,0,1357.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"198","RMX53802.1","Pver_g201.t1",375,4.6e-213,751.1,99.73,"A0A3M6UJI3_POCDA","unreviewed","Uncharacterized protein (Fragment)","pdam_00000306","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006338; C:GO:0000228;GO:0000228; GO:0006338","P:chromatin remodeling; C:nuclear chromosome;nuclear chromosome [GO:0000228]; chromatin remodeling [GO:0006338]"
"199","XP_027058055.1","Pver_g202.t1_g204.t1",824,0,1633.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"200","RMX53732.1","Pver_g203.t1",962,0,1565.4,90.12,"A0A3M6UJA1_POCDA","unreviewed","Uncharacterized protein","pdam_00000311","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0003924; F:GO:0005525;GO:0003924; GO:0005525","F:GTPase activity; F:GTP binding;GTP binding [GO:0005525]; GTPase activity [GO:0003924]"
"201","XP_027059280.1","Pver_g205.t1",386,3.4e-211,745,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"202","XP_027059552.1","Pver_g206.t1",420,4.1e-133,485.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"203","XP_027059932.1","Pver_g207.t1",213,7.7e-117,431,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"204","XP_027057913.1","Pver_g208.t1",866,0,1684.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"205","XP_027059559.1","Pver_g209.t1",171,1.3e-90,344,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"206","XP_027059519.1","Pver_g210.t1",318,1.7e-179,639.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"207","XP_027057748.1","Pver_g211.t1",963,0,1813.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"208","XP_027057760.1","Pver_g212.t1",221,2e-123,452.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"209","XP_027058994.1","Pver_g213.t1",505,2.9e-271,944.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"210","XP_027059093.1","Pver_g214.t1",347,1.7e-184,656.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"211","XP_027057390.1","Pver_g215.t1",473,1.6e-274,955.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"212","XP_027057424.1","Pver_g216.t1",303,2.3e-176,629,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"213","XP_027057412.1","Pver_g217.t1",398,5.1e-234,820.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"214","XP_027057412.1","Pver_g218.t1",401,1.5e-238,835.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"215","XP_027059479.1","Pver_g219.t1",401,3e-234,821.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"216","XP_027057313.1","Pver_g220.t2",4655,0,9111.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"217","XP_027058513.1","Pver_g221.t1",648,0,1205.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"218","XP_022781476.1","Pver_g222.t1",682,0,1221.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"219","XP_027059289.1","Pver_g223.t1",171,6.2e-88,334.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"220","XP_027058083.1","Pver_g224.t1",1990,0,3641.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"221","XP_027058156.1","Pver_g225.t1",365,1.2e-202,716.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"222","XP_027058145.1","Pver_g226.t1",817,0,1657.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"223","XP_027059669.1","Pver_g227.t1",993,0,1720.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"224","XP_027058373.1","Pver_g228.t1",1308,0,2500.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"225","RMX53692.1","Pver_g229.t1",1603,0,2874.3,95.82,"A0A3M6UJ61_POCDA","unreviewed","Uncharacterized protein","pdam_00000340","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0030837; P:GO:0035335; F:GO:0003779; F:GO:0004725; F:GO:0008138; F:GO:0106306; F:GO:0106307;GO:0003779; GO:0004725; GO:0008138; GO:0030837; GO:0106306; GO:0106307","P:negative regulation of actin filament polymerization; P:peptidyl-tyrosine dephosphorylation; F:actin binding; F:protein tyrosine phosphatase activity; F:protein tyrosine/serine/threonine phosphatase activity; F:protein serine phosphatase activity; F:protein threonine phosphatase activity;actin binding [GO:0003779]; protein serine phosphatase activity [GO:0106306]; protein threonine phosphatase activity [GO:0106307]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; negative regulation of actin filament polymerization [GO:0030837]"
"226","RMX53691.1","Pver_g230.t1",1888,0,1718.4,80.3,"A0A3M6UJ51_POCDA","unreviewed","Uncharacterized protein","pdam_00000341","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016021;GO:0016021","C:integral component of membrane;integral component of membrane [GO:0016021]"
"227","XP_027057442.1","Pver_g231.t1",633,0,1288.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"228","XP_027059311.1","Pver_g232.t1",639,0,1290.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"229","XP_027058109.1","Pver_g233.t1",653,0,1219.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"230","XP_027058092.1","Pver_g234.t1",808,0,1622.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"231","XP_027058733.1","Pver_g235.t1",1171,0,1322,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"232","XP_027058745.1","Pver_g237.t1_g236.t1",777,0,1347,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"233","XP_027058745.1","Pver_g238.t1",790,0,1545,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"234","XP_027058745.1","Pver_g239.t2",803,0,1546.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"235","XP_027058123.1","Pver_g240.t1",348,3e-190,675.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"236","XP_027058134.1","Pver_g241.t2",319,6.4e-163,584.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"237","XP_027059499.1","Pver_g242.t1",535,1.2e-283,986.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"238","XP_027058522.1","Pver_g243.t1",688,0,1303.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"239","XP_027058755.1","Pver_g244.t1",265,4.2e-110,408.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"240","XP_027059063.1","Pver_g245.t1",181,8.2e-91,344,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"241","XP_027059361.1","Pver_g246.t1",295,1.8e-138,503.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"242","RMX53652.1","Pver_g247.t1",459,2.4e-272,948.3,100,"A0A3M6UJ27_POCDA","unreviewed","Histone acetyltransferase (EC 2.3.1.48)","pdam_00000362","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006355; P:GO:0016573; F:GO:0004402; C:GO:0072487;GO:0004402; GO:0006355; GO:0072487","P:regulation of transcription, DNA-templated; P:histone acetylation; F:histone acetyltransferase activity; C:MSL complex;MSL complex [GO:0072487]; histone acetyltransferase activity [GO:0004402]; regulation of transcription, DNA-templated [GO:0006355]"
"243","XP_027059586.1","Pver_g248.t1",633,0,1231.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"244","PFX20669.1","Pver_g249.t2",1612,0,2233,75.87,"A0A2B4RV17_STYPI","unreviewed","Monocarboxylate transporter 10","slc16a10 AWC38_SpisGene14871","Stylophora pistillata (Smooth cauliflower coral)","C:GO:0016020;GO:0016021; GO:0022857","C:membrane;integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]"
"245","XP_027058168.1","Pver_g250.t1",302,3e-162,582,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"246","XP_027058194.1","Pver_g251.t1",190,4.3e-106,394.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"247","XP_022798426.1","Pver_g252.t1",1914,0,2314.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"248","XP_027059568.1","Pver_g253.t1",512,6e-288,1000.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"249","RMX53795.1","Pver_g254.t1",198,3.3e-109,405.2,100,"A0A3M6UJI7_POCDA","unreviewed","Uncharacterized protein","pdam_00000372","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0003924; F:GO:0005525;GO:0003924; GO:0005525","F:GTPase activity; F:GTP binding;GTP binding [GO:0005525]; GTPase activity [GO:0003924]"
"250","XP_027057889.1","Pver_g255.t1",494,1.5e-245,859.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"251","XP_027059922.1","Pver_g256.t1",1413,0,1889,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"252","XP_027059929.1","Pver_g257.t1",673,0,1370.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"253","XP_027059927.1","Pver_g258.t1",663,0,1359,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"254","XP_027059889.1","Pver_g259.t1",2129,0,4106.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"255","XP_027059930.1","Pver_g260.t1_g262.t1",535,2.1e-306,1071.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"256","XP_027059931.1","Pver_g261.t1",463,2.4e-157,565.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"257","XP_027059931.1","Pver_g263.t1",1247,0,1980.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"258","XP_027059119.1","Pver_g264.t1",1442,0,2902.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"259","XP_027057968.1","Pver_g265.t1",232,5.2e-106,394.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"260","XP_027057950.1","Pver_g266.t1",366,9.1e-206,726.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"261","XP_027058700.1","Pver_g267.t1",1276,0,2300.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"262","XP_027059657.1","Pver_g268.t1",153,8.5e-81,310.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"263","XP_027058786.1","Pver_g269.t1",89,2.6e-40,177.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"264","XP_027057978.1","Pver_g270.t1_g273.t1",1395,0,2727.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"265","RMX53829.1","Pver_g271.t1",386,1.8e-216,763.5,99.22,"A0A3M6UJT9_POCDA","unreviewed","G_PROTEIN_RECEP_F1_2 domain-containing protein","pdam_00000388","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0007186; F:GO:0004930; C:GO:0016021;GO:0004930; GO:0016021","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]"
"266","XP_027058003.1","Pver_g272.t2",1046,0,1799.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"267","XP_022808676.1","Pver_g274.t2",279,9.2e-78,301.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"268","XP_027059725.1","Pver_g275.t1",501,2.2e-287,998.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"269","XP_027059691.1","Pver_g276.t1",529,4e-303,1050.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"270","XP_027058234.1","Pver_g277.t1",1321,0,2599.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"271","XP_027059575.1","Pver_g278.t1",411,7e-239,837,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"272","XP_027059423.1","Pver_g279.t1",1178,0,2158.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"273","XP_027058252.1","Pver_g280.t1",633,0,1253.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"274","XP_027058818.1","Pver_g281.t2",1043,0,2033.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"275","XP_027057560.1","Pver_g282.t1",886,0,1596.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"276","XP_027057580.1","Pver_g283.t1",735,0,1440.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"277","XP_027057590.1","Pver_g284.t1",706,0,1430.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"278","XP_027057604.1","Pver_g285.t1",572,0,1195.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"279","XP_027057622.1","Pver_g286.t1",492,8.8e-289,1003,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"280","RMX53773.1","Pver_g287.t1",408,1.1e-236,829.7,99.51,"A0A3M6UJA3_POCDA","unreviewed","Protein-serine/threonine kinase (EC 2.7.11.-) (Fragment)","pdam_00000409","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006468; F:GO:0004672; F:GO:0005524; C:GO:0005759;GO:0004672; GO:0005524; GO:0005759","P:protein phosphorylation; F:protein kinase activity; F:ATP binding; C:mitochondrial matrix;mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]"
"281","XP_027057668.1","Pver_g288.t1",286,2.2e-159,572.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"282","XP_027057719.1","Pver_g289.t1",129,6.6e-58,234.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"283","XP_027057706.1","Pver_g290.t1",157,2.5e-83,318.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"284","XP_027057655.1","Pver_g291.t1",334,2e-191,679.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"285","XP_027037035.1","Pver_g292.t1",131,2.9e-69,271.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"286","XP_027037034.1","Pver_g293.t1",467,2.1e-274,955.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"287","XP_027037008.1","Pver_g294.t1",882,0,1776.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"288","XP_027037040.1","Pver_g295.t1",395,1.5e-225,792.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"289","XP_027037028.1","Pver_g296.t1",1541,0,2865.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"290","XP_027037048.1","Pver_g297.t1",725,0,1406.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"291","XP_027037056.1","Pver_g298.t1",849,0,1557,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"292","XP_027037033.1","Pver_g299.t1",502,2.1e-277,965.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"293","RMX51673.1","Pver_g300.t1",305,5.1e-176,627.9,99.67,"A0A3M6UDB9_POCDA","unreviewed","TIR domain-containing protein (Fragment)","pdam_00008133","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0007165; F:GO:0003953;GO:0007165","P:signal transduction; F:NAD+ nucleosidase activity;signal transduction [GO:0007165]"
"294","XP_022808695.1","Pver_g301.t1",886,5.8e-261,911.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"295","XP_027037051.1","Pver_g302.t1",134,1.5e-68,269.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"296","RMX51671.1","Pver_g303.t1",680,0,1107.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"297","XP_027037057.1","Pver_g304.t1",572,3.7e-261,911.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"298","RMX51681.1","Pver_g305.t1",587,3.9e-294,1021.9,88.76,"A0A3M6UDE3_POCDA","unreviewed","Uncharacterized protein","pdam_00008129","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0003676; C:GO:0016021;GO:0016021","F:nucleic acid binding; C:integral component of membrane;integral component of membrane [GO:0016021]"
"299","XP_027037043.1","Pver_g306.t1",333,4.7e-120,442.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
