"gene"	"pval.treatment"	"adj.pval.treatment"	"SWISS_Description"	"SWISS_Length"	"SWISS_.Hits"	"SWISS_e.Value"	"SWISS_sim.mean"	"SWISS_.GO"	"SWISS_GO.IDs"	"SWISS_GO.Names"	"SWISS_Enzyme.Codes"	"SWISS_Enzyme.Names"	"TREMBL_Description"	"TREMBL_Length"	"TREMBL_.Hits"	"TREMBL_e.Value"	"TREMBL_sim.mean"	"TREMBL_.GO"	"TREMBL_GO.IDs"	"TREMBL_GO.Names"	"TREMBL_Enzyme.Codes"	"TREMBL_Enzyme.Names"	"INTERPRO_Length"	"InterPro.IDs"	"InterPro.GO.IDs"	"InterPro.GO.Names"	"BLAST_Description"	"BLAST_Length"	"BLAST_.Hits"	"BLAST_e.Value"	"BLAST_sim.mean"	"BLAST_.GO"	"BLAST_GO.IDs"	"BLAST_GO.Names"	"BLAST_Enzyme.Codes"	"BLAST_Enzyme.Names"
"Pver_gene_g21542"	4.75965605607662e-09	7.74562831689734e-08	"POL3_DROMERetrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	465	5	2.23e-73	53.25	7	"P:GO:0006259; F:GO:0004518; F:GO:0016740; F:GO:0097159; F:GO:0140640; F:GO:1901363; C:GO:0005634"	"P:DNA metabolic process; F:nuclease activity; F:transferase activity; F:organic cyclic compound binding; F:catalytic activity, acting on a nucleic acid; F:heterocyclic compound binding; C:nucleus"	"EC:3.1; EC:2"	"Acting on ester bonds; Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	464	"IPR000477 (PFAM); G3DSA:3.10.20.370 (GENE3D); IPR041577 (PFAM); G3DSA:3.10.10.10 (GENE3D); IPR043128 (G3DSA:3.30.70.GENE3D); IPR043128 (G3DSA:3.30.70.GENE3D); PTHR24559:SF324 (PANTHER); PTHR24559 (PANTHER); IPR000477 (PROSITE_PROFILES); cd09274 (CDD); cd01647 (CDD); IPR043502 (SUPERFAMILY)"	NA	NA	"PFX30229.1"	465	1	3.9e-222	88.12	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA
"Pver_gene_g5808"	7.50507557190579e-09	1.21098846516175e-07	NA	991	NA	NA	NA	NA	NA	NA	NA	NA	"A0A7D9I899_PARCTRNA-directed DNA polymerase from mobile element jockey-like (Fragment) OS=Paramuricea clavata OX=317549 GN=PACLA_6A033269 PE=4 SV=1"	991	5	7.48e-95	69.81	6	"P:GO:0006278; P:GO:0006468; F:GO:0003964; F:GO:0004672; F:GO:0008168; F:GO:0016706"	"P:RNA-dependent DNA biosynthetic process; P:protein phosphorylation; F:RNA-directed DNA polymerase activity; F:protein kinase activity; F:methyltransferase activity; F:2-oxoglutarate-dependent dioxygenase activity"	"EC:2.7.1; EC:1.14.11; EC:2.7.7.49; EC:2.1.1"	"Transferring phosphorus-containing groups; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); RNA-directed DNA polymerase; Transferring one-carbon groups"	990	"IPR000477 (PFAM); PTHR47510 (PANTHER); PTHR47510 (PANTHER); PTHR47510:SF1 (PANTHER); PTHR47510:SF1 (PANTHER); PTHR47510:SF1 (PANTHER); PTHR47510 (PANTHER); PTHR47510:SF1 (PANTHER)"	NA	NA	"XP_015778587.1"	991	1	2.2e-68	60.27	NA	NA	NA	NA	NA
"Pver_gene_g5197"	1.03402768729596e-08	1.65444429967354e-07	"CARTF_HUMANCalcium-responsive transcription factor OS=Homo sapiens OX=9606 GN=CARF PE=1 SV=2"	896	4	4.15e-09	43.95	1	"P:GO:0006355"	"P:regulation of transcription, DNA-templated"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	895	"IPR018289 (PFAM); IPR029309 (PFAM); IPR007527 (PFAM); PTHR47456 (PANTHER); IPR003653 (PROSITE_PROFILES); IPR007527 (PROSITE_PROFILES); IPR038765 (SUPERFAMILY)"	"P:GO:0006508; P:GO:0061400; F:GO:0003700; F:GO:0008234; F:GO:0008270"	"P:proteolysis; P:positive regulation of transcription from RNA polymerase II promoter in response to calcium ion; F:DNA-binding transcription factor activity; F:cysteine-type peptidase activity; F:zinc ion binding"	"KXJ06744.1"	896	1	2.5e-217	43.2	NA	NA	NA	NA	NA
"Pver_gene_g14626"	1.07344300526773e-08	1.7031962350248e-07	NA	958	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4S6J1_STYPIJerky protein-like OS=Stylophora pistillata OX=50429 GN=Jrkl PE=4 SV=1"	958	5	0	79.69	3	"P:GO:0015074; F:GO:0003677; F:GO:0008270"	"P:DNA integration; F:DNA binding; F:zinc ion binding"	NA	NA	957	"G3DSA:1.10.10.60 (GENE3D); IPR019080 (PFAM); IPR011604 (G3DSA:3.90.320.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR46609 (PANTHER); PTHR46609:SF3 (PANTHER); IPR006600 (PROSITE_PROFILES); IPR009057 (SUPERFAMILY); IPR011335 (SUPERFAMILY)"	NA	NA	"XP_022808523.1"	958	1	9.3e-202	61.6	NA	NA	NA	NA	NA
"Pver_gene_g21676"	1.11823924241193e-08	1.75960951863828e-07	NA	334	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4T035_STYPIPro-Pol polyprotein OS=Stylophora pistillata OX=50429 GN=pol PE=4 SV=1"	334	5	0	73.04	3	"P:GO:0015074; F:GO:0003676; F:GO:0008270"	"P:DNA integration; F:nucleic acid binding; F:zinc ion binding"	NA	NA	333	"IPR001878 (SMART); IPR005312 (PFAM); IPR021109 (G3DSA:2.40.70.GENE3D); PTHR22955 (PANTHER); PTHR22955:SF60 (PANTHER); IPR021109 (SUPERFAMILY)"	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	"XP_022789276.1"	334	1	3.9e-163	89.94	NA	NA	NA	NA	NA
"Pver_gene_g22259"	1.24478528931788e-08	1.94268130398463e-07	NA	250	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4R720_STYPIPutative RNA-directed DNA polymerase from transposon X-element OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene23396 PE=4 SV=1"	250	5	5.56e-70	67.42	1	"P:GO:0006259"	"P:DNA metabolic process"	NA	NA	250	"Coil (COILS); IPR005312 (PFAM)"	NA	NA	"XP_029183684.1"	250	1	6.9e-64	59.92	NA	NA	NA	NA	NA
"Pver_gene_g18137"	1.45730915609253e-08	2.25586718146356e-07	NA	660	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4SW97_STYPISWIM-type domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene1519 PE=3 SV=1"	660	5	2.69e-98	81.94	5	"P:GO:0061400; F:GO:0003700; F:GO:0008270; C:GO:0016020; C:GO:0016021"	"P:positive regulation of transcription from RNA polymerase II promoter in response to calcium ion; F:DNA-binding transcription factor activity; F:zinc ion binding; C:membrane; C:integral component of membrane"	NA	NA	659	"IPR029309 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR10773 (PANTHER)"	"P:GO:0061400; F:GO:0003700"	"P:positive regulation of transcription from RNA polymerase II promoter in response to calcium ion; F:DNA-binding transcription factor activity"	"RMX47704.1"	660	1	7.4e-73	74.75	NA	NA	NA	NA	NA
"Pver_gene_g15373"	1.79347864586748e-08	2.75385753365458e-07	"Y2075_MYCTUUncharacterized protein Rv2075c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2075c PE=4 SV=1"	568	2	1.03e-09	36.18	5	"P:GO:0006629; F:GO:0008081; C:GO:0005886; C:GO:0016020; C:GO:0016021"	"P:lipid metabolic process; F:phosphoric diester hydrolase activity; C:plasma membrane; C:membrane; C:integral component of membrane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	567	"IPR017946 (G3DSA:3.20.20.GENE3D); IPR016186 (G3DSA:3.10.100.GENE3D); PTHR35518 (PANTHER); IPR017946 (SUPERFAMILY); IPR016187 (SUPERFAMILY)"	"P:GO:0006629; F:GO:0008081"	"P:lipid metabolic process; F:phosphoric diester hydrolase activity"	"XP_022791331.1"	568	1	4e-301	84.83	NA	NA	NA	NA	NA
"Pver_gene_g3633"	1.88899132811311e-08	2.87731159098189e-07	NA	562	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6S7GS55_PARCTGag-Pro-Pol poly OS=Paramuricea clavata OX=317549 GN=PACLA_6A067624 PE=4 SV=1"	562	5	4.51e-145	69.69	4	"P:GO:0007186; F:GO:0004930; C:GO:0016020; C:GO:0016021"	"P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:membrane; C:integral component of membrane"	NA	NA	561	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR34239 (PANTHER)"	NA	NA	"RMX54427.1"	562	1	1e-107	93.39	NA	NA	NA	NA	NA
"Pver_gene_g18397"	2.62851968759984e-08	3.97198530570642e-07	"MUC1_MESAUMucin-1 OS=Mesocricetus auratus OX=10036 GN=MUC1 PE=2 SV=1"	943	1	3.97e-08	29.74	6	"C:GO:0005634; C:GO:0005737; C:GO:0005886; C:GO:0016020; C:GO:0016021; C:GO:0016324"	"C:nucleus; C:cytoplasm; C:plasma membrane; C:membrane; C:integral component of membrane; C:apical plasma membrane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	942	"Coil (COILS); Coil (COILS); PR01217 (PRINTS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23253:SF9 (PANTHER); PTHR23253 (PANTHER)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pver_gene_g22243"	2.85530867472252e-08	4.28071473753675e-07	"POL3_DROMERetrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	220	5	1.87e-16	58.41	3	"P:GO:0006259; F:GO:0016740; F:GO:0016787"	"P:DNA metabolic process; F:transferase activity; F:hydrolase activity"	"EC:2; EC:3"	"Transferases; Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219	"IPR041373 (PFAM); PTHR34072 (PANTHER); PTHR34072:SF9 (PANTHER); cd09274 (CDD); IPR043502 (SUPERFAMILY)"	NA	NA	"PFX22695.1"	220	1	2e-99	94.24	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA
"Pver_gene_g11050"	2.9232705590189e-08	4.31465670106355e-07	"YI31B_YEASTTransposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-I PE=1 SV=2"	1219	5	1.01e-20	41.21	3	"P:GO:0090304; F:GO:0005488; F:GO:0016787"	"P:nucleic acid metabolic process; F:binding; F:hydrolase activity"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1218	"Coil (COILS); Coil (COILS); IPR000225 (SMART); IPR001584 (PFAM); IPR011989 (G3DSA:1.25.10.GENE3D); IPR036397 (G3DSA:3.30.420.GENE3D); IPR041373 (PFAM); IPR000477 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR34072:SF9 (PANTHER); PTHR34072:SF9 (PANTHER); PTHR34072 (PANTHER); IPR001584 (PROSITE_PROFILES); IPR016024 (SUPERFAMILY); IPR043502 (SUPERFAMILY); IPR012337 (SUPERFAMILY)"	"P:GO:0015074; F:GO:0003676; F:GO:0005515"	"P:DNA integration; F:nucleic acid binding; F:protein binding"	"XP_029180981.1"	1219	1	6.5e-216	70.92	NA	NA	NA	NA	NA
"Pver_gene_g21427"	2.90560260290343e-08	4.31465670106355e-07	NA	278	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6S7H4E9_PARCTEndo/exonuclease/phosphatase domain-containing protein OS=Paramuricea clavata OX=317549 GN=PACLA_6A072456 PE=4 SV=1"	278	5	4.84e-59	64.35	3	"P:GO:0006278; F:GO:0003824; F:GO:0003964"	"P:RNA-dependent DNA biosynthetic process; F:catalytic activity; F:RNA-directed DNA polymerase activity"	NA	NA	278	"IPR036691 (G3DSA:3.60.10.GENE3D); PTHR46670 (PANTHER); IPR036691 (SUPERFAMILY)"	NA	NA	"XP_029213737.1"	278	1	7.4e-75	97.24	NA	NA	NA	NA	NA
"Pver_gene_g9521"	3.0392232902876e-08	4.43335466622813e-07	"RD10A_DANRERetinol dehydrogenase 10-A OS=Danio rerio OX=7955 GN=rdh10a PE=2 SV=1"	1276	5	5.9e-47	64.2	14	"P:GO:0007423; P:GO:0007601; P:GO:0042572; P:GO:0042574; P:GO:0043009; P:GO:0048568; P:GO:0048598; P:GO:0060441; P:GO:1900054; F:GO:0004745; F:GO:0005515; F:GO:0052650; C:GO:0005789; C:GO:0016021"	"P:sensory organ development; P:visual perception; P:retinol metabolic process; P:retinal metabolic process; P:chordate embryonic development; P:embryonic organ development; P:embryonic morphogenesis; P:epithelial tube branching involved in lung morphogenesis; P:positive regulation of retinoic acid biosynthetic process; F:NAD-retinol dehydrogenase activity; F:protein binding; F:NADP-retinol dehydrogenase activity; C:endoplasmic reticulum membrane; C:integral component of membrane"	"EC:1.1.1.105; EC:1.1.1.300; EC:1.1.1.2"	"All-trans-retinol dehydrogenase (NAD(+)); NADP-retinol dehydrogenase; Alcohol dehydrogenase (NADP(+))"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1275	"Coil (COILS); IPR002347 (PRINTS); IPR002347 (PRINTS); IPR024810 (SMART); IPR002347 (PFAM); G3DSA:1.10.1410.40 (GENE3D); IPR024810 (PFAM); G3DSA:1.10.1410.40 (GENE3D); G3DSA:3.30.460.90 (GENE3D); G3DSA:3.40.50.720 (GENE3D); PTHR24322 (PANTHER); IPR036291 (SUPERFAMILY)"	"F:GO:0016491"	"F:oxidoreductase activity"	"PFX14244.1"	1276	1	4e-184	70.02	NA	NA	NA	NA	NA
"Pver_gene_g22454"	3.05025977560864e-08	4.43335466622813e-07	"POL2_DROMERetrovirus-related Pol polyprotein from transposon 297 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	211	5	1.06e-21	57.34	3	"P:GO:0006259; F:GO:0016740; F:GO:0016787"	"P:DNA metabolic process; F:transferase activity; F:hydrolase activity"	"EC:2; EC:3"	"Transferases; Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	211	"G3DSA:3.10.20.370 (GENE3D); IPR041373 (PFAM); PTHR34072 (PANTHER); cd09274 (CDD); IPR043502 (SUPERFAMILY)"	NA	NA	"PFX22695.1"	211	1	2.9e-111	94.79	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA
"Pver_gene_g23123"	3.12653066944692e-08	4.50978363229313e-07	"RTJK_DROMERNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster OX=7227 GN=pol PE=1 SV=1"	383	2	3.81e-09	48.15	7	"P:GO:0006278; P:GO:0006313; F:GO:0003824; F:GO:0003964; F:GO:0016740; F:GO:0016779; C:GO:0005575"	"P:RNA-dependent DNA biosynthetic process; P:transposition, DNA-mediated; F:catalytic activity; F:RNA-directed DNA polymerase activity; F:transferase activity; F:nucleotidyltransferase activity; C:cellular_component"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	382	"IPR016054 (SMART); G3DSA:2.10.60.10 (GENE3D); IPR000477 (PFAM); PTHR33332 (PANTHER); PTHR33332:SF26 (PANTHER); IPR000477 (PROSITE_PROFILES); SSF57302 (SUPERFAMILY)"	NA	NA	"XP_015778587.1"	383	1	1.4e-84	99.36	NA	NA	NA	NA	NA
"Pver_gene_g14019"	3.59348378851585e-08	5.14435573934901e-07	NA	660	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4R8Y3_STYPIReverse transcriptase domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene23001 PE=4 SV=1"	660	5	0	78.38	5	"P:GO:0006357; F:GO:0000981; F:GO:0003677; F:GO:0046872; C:GO:0005634"	"P:regulation of transcription by RNA polymerase II; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA binding; F:metal ion binding; C:nucleus"	NA	NA	660	"Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR47526 (PANTHER)"	NA	NA	"PFX12960.1"	660	1	3.4e-171	88.02	NA	NA	NA	NA	NA
"Pver_gene_g21096"	3.62201831012156e-08	5.14650959885929e-07	NA	777	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6S7GH05_PARCTEGF-like module-containing mucin-like hormone receptor-like 1 (Fragment) OS=Paramuricea clavata OX=317549 GN=PACLA_6A072503 PE=4 SV=1"	777	5	1.09e-173	59.49	1	"F:GO:0003676"	"F:nucleic acid binding"	NA	NA	777	"Coil (COILS); IPR005312 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22955 (PANTHER); PTHR22955:SF60 (PANTHER)"	NA	NA	"XP_029201564.1"	777	1	9e-179	47.8	NA	NA	NA	NA	NA
"Pver_gene_g23157"	3.68603986876428e-08	5.19868141490903e-07	"SGT1_HUMANProtein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3"	433	5	7.77e-74	63.14	6	"P:GO:0050821; P:GO:0098542; F:GO:0005515; C:GO:0005737; C:GO:0032991; C:GO:0043229"	"P:protein stabilization; P:defense response to other organism; F:protein binding; C:cytoplasm; C:protein-containing complex; C:intracellular organelle"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	432	"Coil (COILS); Coil (COILS); IPR019734 (SMART); IPR007052 (PFAM); IPR007699 (PFAM); IPR008978 (G3DSA:2.60.40.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); IPR013105 (PFAM); mobidb-lite (MOBIDB_LITE); IPR044563 (PANTHER); PTHR45862:SF1 (PANTHER); IPR007052 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR007699 (PROSITE_PROFILES); cd06489 (CDD); IPR011990 (SUPERFAMILY); IPR008978 (SUPERFAMILY)"	"F:GO:0005515; F:GO:0051087"	"F:protein binding; F:chaperone binding"	"XP_027040284.1"	433	1	3.7e-214	91.2	NA	NA	NA	NA	NA
"Pver_gene_g19376"	3.83492418681618e-08	5.36889386154265e-07	NA	526	NA	NA	NA	NA	NA	NA	NA	NA	"A0A432I1X6_9GAMMC2H2-type domain-containing protein OS=Gammaproteobacteria bacterium OX=1913989 GN=DSY43_06820 PE=4 SV=1"	526	5	0	69.07	NA	NA	NA	NA	NA	525	"Coil (COILS); PTHR33845 (PANTHER)"	NA	NA	"XP_029205456.1"	526	1	1.6e-208	72.65	NA	NA	NA	NA	NA
"Pver_gene_g15372"	4.19596010496588e-08	5.83146572252192e-07	"HEAT3_HUMANHEAT repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=HEATR3 PE=1 SV=2"	627	4	8.34e-112	50.27	8	"P:GO:0006606; P:GO:0015031; P:GO:0042254; P:GO:0042273; F:GO:0051082; C:GO:0005634; C:GO:0005737; C:GO:0005829"	"P:protein import into nucleus; P:protein transport; P:ribosome biogenesis; P:ribosomal large subunit biogenesis; F:unfolded protein binding; C:nucleus; C:cytoplasm; C:cytosol"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	626	"IPR000225 (SMART); IPR011989 (G3DSA:1.25.10.GENE3D); IPR000225 (PFAM); PTHR13347 (PANTHER); cd13394 (CDD); IPR016024 (SUPERFAMILY)"	"F:GO:0005515"	"F:protein binding"	"XP_022791330.1"	627	1	0	94.27	NA	NA	NA	NA	NA
"Pver_gene_g4892"	4.2628528935889e-08	5.88150138361831e-07	"DZIP3_HUMANE3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens OX=9606 GN=DZIP3 PE=1 SV=2"	2013	2	1.47e-08	48.57	1	"F:GO:0005488"	"F:binding"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2012	"Coil (COILS); PR00364 (PRINTS); IPR019734 (SMART); IPR027417 (G3DSA:3.40.50.GENE3D); IPR041249 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR042197 (G3DSA:1.10.8.GENE3D); IPR002182 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR47691 (PANTHER); IPR019734 (PROSITE_PROFILES); cd00009 (CDD); IPR027417 (SUPERFAMILY); IPR011990 (SUPERFAMILY)"	"F:GO:0005515; F:GO:0043531"	"F:protein binding; F:ADP binding"	"XP_022807807.1"	2013	1	1.3e-282	57.66	NA	NA	NA	NA	NA
"Pver_gene_g14522"	5.95119729771092e-08	8.15185586679251e-07	"HMCN1_HUMANHemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2"	1254	5	8.09e-113	40.81	2	"F:GO:0005488; C:GO:0071944"	"F:binding; C:cell periphery"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1253	"IPR003599 (SMART); IPR003598 (SMART); PF13927 (PFAM); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013098 (PFAM); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR45080 (PANTHER); PTHR45080 (PANTHER); PTHR45080 (PANTHER); PTHR45080 (PANTHER); PTHR45080:SF16 (PANTHER); PTHR45080:SF16 (PANTHER); PTHR45080:SF16 (PANTHER); PTHR45080:SF16 (PANTHER); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); cd00096 (CDD); cd00096 (CDD); cd00096 (CDD); cd00096 (CDD); cd00096 (CDD); cd00096 (CDD); cd00096 (CDD); cd00096 (CDD); cd00096 (CDD); cd00096 (CDD); cd00096 (CDD); cd00096 (CDD); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY)"	NA	NA	"PFX21217.1"	1254	1	9.7e-199	56.09	11	"P:GO:0006468; P:GO:0016310; P:GO:0018108; F:GO:0000166; F:GO:0004672; F:GO:0004713; F:GO:0004714; F:GO:0005524; F:GO:0016301; C:GO:0016020; C:GO:0016021"	"P:protein phosphorylation; P:phosphorylation; P:peptidyl-tyrosine phosphorylation; F:nucleotide binding; F:protein kinase activity; F:protein tyrosine kinase activity; F:transmembrane receptor protein tyrosine kinase activity; F:ATP binding; F:kinase activity; C:membrane; C:integral component of membrane"	NA	NA
"Pver_gene_g18823"	6.37191321107408e-08	8.66580196706075e-07	"TTC28_HUMANTetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4"	1295	5	2.23e-139	49.34	10	"P:GO:0043087; P:GO:0044092; P:GO:0050794; F:GO:0005515; F:GO:0030695; C:GO:0005783; C:GO:0005794; C:GO:0005819; C:GO:0031090; C:GO:0071944"	"P:regulation of GTPase activity; P:negative regulation of molecular function; P:regulation of cellular process; F:protein binding; F:GTPase regulator activity; C:endoplasmic reticulum; C:Golgi apparatus; C:spindle; C:organelle membrane; C:cell periphery"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1295	"IPR019734 (SMART); IPR011990 (G3DSA:1.25.40.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); IPR019734 (PFAM); PF13424 (PFAM); IPR019734 (PFAM); IPR024983 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR10098 (PANTHER); PS50293 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY)"	"F:GO:0005515"	"F:protein binding"	"RMX50647.1"	1295	1	8.1e-241	96.17	NA	NA	NA	NA	NA
"Pver_gene_g16999"	6.93558602153191e-08	9.36550055673529e-07	NA	985	NA	NA	NA	NA	NA	NA	NA	NA	"A0A3M6T914_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00007101 PE=4 SV=1"	985	5	7.1e-136	86.83	1	"P:GO:0009263"	"P:deoxyribonucleotide biosynthetic process"	NA	NA	984	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23409:SF21 (PANTHER); IPR000358 (PANTHER); IPR027417 (SUPERFAMILY)"	"P:GO:0009263"	"P:deoxyribonucleotide biosynthetic process"	"RMX37887.1"	985	1	7.3e-117	82.59	NA	NA	NA	NA	NA
