"gene"	"pval.treatment"	"adj.pval.treatment"	"Query"	"Source"	"Hit_accession"	"Hit_description"	"Query_length"	"Hit_length"	"Identity."	"bitscore"	"evalue"	"Coverage"	"Organism"	"Gene_ontology_IDs"
"Pver_gene_g21446"	1.73815755045192e-21	3.62502413577584e-19	"Pver_g21446.t1"	"swiss-prot"	"P0CT35"	"Transposon Tf2-2 polyprotein (Retrotransposable element Tf2 155 kDa protein)"	411	154	29.9	80.9	4.75e-15	11.55288822	"Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)"	"GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872"
"Pver_gene_g17618"	1.80427959813515e-21	3.71137841720512e-19	"Pver_g17618.t2"	"trembl"	"A0A2B4RKX7"	"Uncharacterized protein"	1259	455	47.3	370	3.85e-107	48.97739505	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003677; GO:0006310; GO:0015074"
"Pver_gene_g7816"	5.12756422142467e-21	1.04047978849882e-18	"Pver_g7816.t1"	"trembl"	"A0A2B4STA7"	"HECT domain-containing protein"	778	512	95.5	964	0	30.99273608	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003677; GO:0004842"
"Pver_gene_g22544"	9.45349634985058e-21	1.89271601585808e-18	"Pver_g22544.t1"	"swiss-prot"	"Q09575"	"Uncharacterized protein K02A2.6"	162	152	32.895	85.5	9.38e-19	11.9873817	"Caenorhabditis elegans"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g20695"	2.10524198162421e-20	4.1595149468512e-18	"Pver_g20695.t1"	"swiss-prot"	"Q8I7P9"	"Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	653	315	34.9	179	6.55e-46	31.40578265	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074"
"Pver_gene_g11037"	2.71191647085629e-20	5.28858931511403e-18	"Pver_g11037.t1"	"trembl"	"A0A0P4VNG8"	"Integrase catalytic domain-containing protein"	1941	153	58.2	177	1.28e-40	7.334611697	"Scylla olivacea (orange mud crab)"	"GO:0003676; GO:0015074"
"Pver_gene_g3633"	2.78044844432805e-20	5.35271972308076e-18	"Pver_g3633.t1"	"trembl"	"A0A2B4R882"	"Uncharacterized protein"	562	189	38.1	136	1.07e-31	50.53475936	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g21096"	5.35924204780498e-20	1.01866302012455e-17	"Pver_g21096.t1"	"trembl"	"A0A2B4R508"	"Neogenin"	777	131	64.1	175	7.72e-42	14.30131004	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g22580"	8.73656032289271e-20	1.63985237260696e-17	"Pver_g22580.t1"	"swiss-prot"	"Q8I7P9"	"Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	193	204	37.7	133	4.14e-35	20.33898305	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074"
"Pver_gene_g20602"	1.09318972988063e-19	2.02658481282562e-17	"Pver_g20602.t1"	"swiss-prot"	"O60290"	"Zinc finger protein 862"	820	684	23.392	106	3.93e-22	58.51154833	"Homo sapiens (Human)"	"GO:0003676; GO:0005634; GO:0006355; GO:0046872; GO:0046983"
"Pver_gene_g640"	1.65041538031915e-19	3.02227284766736e-17	"Pver_g640.t2"	"trembl"	"A0A1X7U041"	"Uncharacterized protein"	975	913	30.3	412	8.52e-126	103.75	"Amphimedon queenslandica (Sponge)"	""
"Pver_gene_g8678"	1.87264396517329e-19	3.38790623867977e-17	"Pver_g8678.t1"	"swiss-prot"	"P04323"	"Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	177	94	36.2	53.5	1.67e-07	8.884688091	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"Pver_gene_g18325"	5.33777901319178e-19	9.54191543596283e-17	"Pver_g18325.t1"	"swiss-prot"	"P10394"	"Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	1735	679	29	255	1.26e-67	54.890865	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"Pver_gene_g20697"	6.91532637504334e-19	1.22165342173707e-16	"Pver_g20697.t1"	"swiss-prot"	"P0CT36"	"Transposon Tf2-3 polyprotein (Retrotransposable element Tf2 155 kDa protein)"	1117	154	29.2	74.3	5.84e-12	11.55288822	"Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)"	"GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872"
"Pver_gene_g26184"	8.34628003893874e-19	1.45729931470586e-16	"Pver_g26184.t1"	"swiss-prot"	"A8GG79"	"ADP-ribosylarginine hydrolase Tri1 (EC 3.2.2.19) (Immunity protein Tri1) (Tri1-Sp)"	609	322	24.5	92.4	5.72e-19	87.97814208	"Serratia proteamaculans (strain 568)"	"GO:0003875; GO:0046872"
"Pver_gene_g8164"	9.04578594607788e-19	1.56128185938282e-16	"Pver_g8164.t1"	"swiss-prot"	"Q8VHI4"	"Calcium-responsive transcription factor (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8 protein) (Calcium-response factor) (CaRF)"	1944	224	22.3	56.2	2.94e-06	32.51088534	"Mus musculus (Mouse)"	"GO:0000978; GO:0001228; GO:0001652; GO:0003677; GO:0003700; GO:0005634; GO:0035865; GO:0045944; GO:0051090; GO:0061400; GO:0071277"
"Pver_gene_g7013"	1.61495080501651e-18	2.75569332819635e-16	"Pver_g7013.t1"	"trembl"	"A0A2B4SS73"	"Putative L-type lectin-domain containing receptor kinase I.11"	661	110	98.2	221	5.85e-58	11.82795699	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0004672; GO:0005524; GO:0030246"
"Pver_gene_g11566"	4.37817413563691e-18	7.38681604727234e-16	"Pver_g11566.t1"	"trembl"	"A0A085MLG4"	"Integrase catalytic domain-containing protein"	424	259	49.4	254	2.15e-77	67.80104712	"Trichuris suis (pig whipworm)"	"GO:0003676; GO:0015074"
"Pver_gene_g3900"	4.93321836205317e-18	8.23080076939893e-16	"Pver_g3900.t2"	"swiss-prot"	"P20825"	"Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	2229	469	44.4	400	5.3e-116	44.28706327	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"Pver_gene_g7833"	6.09740976019674e-18	1.00613961493532e-15	"Pver_g7833.t1"	"swiss-prot"	"O00370"	"LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]"	980	329	29.8	135	4.37e-31	25.80392157	"Homo sapiens (Human)"	"GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305"
"Pver_gene_g11051"	1.29208908598109e-17	2.10891409946652e-15	"Pver_g11051.t1"	"swiss-prot"	"Q9UR07"	"Transposon Tf2-11 polyprotein (Retrotransposable element Tf2 155 kDa protein)"	595	408	24	102	2.38e-21	30.60765191	"Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)"	"GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0015074; GO:0046872"
"Pver_gene_g11241"	1.54532636435031e-17	2.49512050398755e-15	"Pver_g11241.t1"	"trembl"	"A0A2B4RIX3"	"Protein asteroid-like 1"	561	77	64.9	109	4.4e-21	6.936936937	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g21883"	1.78247290124434e-17	2.84740564734947e-15	"Pver_g21883.t1"	"trembl"	"A0A2B4R6D7"	"Uncharacterized protein"	279	278	55.8	327	6.25e-104	39.71428571	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0004842"
"Pver_gene_g596"	1.84196505895457e-17	2.91146813950125e-15	"Pver_g596.t1"	"swiss-prot"	"P04323"	"Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	423	101	38.614	62.4	4.58e-09	9.5463138	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"Pver_gene_g18125"	2.19244988203838e-17	3.42935702382169e-15	"Pver_g18125.t2"	"trembl"	"A0A3M6TD72"	"ULP_PROTEASE domain-containing protein"	508	169	40.8	127	8.86e-28	27.75041051	"Pocillopora damicornis"	"GO:0008234"
"Pver_gene_g22362"	2.67665416196529e-17	4.14357102021349e-15	"Pver_g22362.t1"	"swiss-prot"	"Q8I7P9"	"Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	229	228	38.6	147	1.65e-39	22.73180459	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074"
"Pver_gene_g13726"	3.47980250102903e-17	5.33190962810734e-15	"Pver_g13726.t1"	"swiss-prot"	"D3YZI9"	"PiggyBac transposable element-derived protein 5 (EC 3.1.-.-) (PiggyBac transposase 5)"	358	224	26.8	60.5	9.03e-09	42.82982792	"Mus musculus (Mouse)"	"GO:0004519; GO:0004803; GO:0005634; GO:0098038"
"Pver_gene_g22681"	3.62827471901034e-17	5.50324981622821e-15	"Pver_g22681.t1"	"swiss-prot"	"Q09575"	"Uncharacterized protein K02A2.6"	173	175	33.1	104	3.82e-25	13.80126183	"Caenorhabditis elegans"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g21043"	8.32363049351895e-17	1.24987635490681e-14	"Pver_g21043.t1"	"trembl"	"A0A1S3IWK1"	"uncharacterized protein LOC106168055"	384	391	35	214	1.47e-60	70.83333333	"Lingula unguis"	"GO:0008270"
"Pver_gene_g18356"	1.36979626467062e-16	2.03652086240535e-14	"Pver_g18356.t1"	"trembl"	"A0A2B4RKX3"	"DDE Tnp4 domain-containing protein"	629	352	60.2	475	3.83e-161	98.32402235	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g9399"	1.64167272323003e-16	2.41679976588452e-14	"Pver_g9399.t1"	"swiss-prot"	"Q86AY4"	"TNF receptor-associated factor family protein DDB_G0272340"	1527	104	31.7	70.1	6.85e-11	23.16258352	"Dictyostelium discoideum (Slime mold)"	"GO:0005737; GO:0008270"
"Pver_gene_g25557"	1.83317211780449e-16	2.67251577873323e-14	"Pver_g25557.t1"	"trembl"	"A0A146P9V9"	"Deleted."	252	270	33.3	127	8.19e-30	NA	""	""
"Pver_gene_g8418"	1.85623289133454e-16	2.6801147207961e-14	"Pver_g8418.t1"	"swiss-prot"	"O00370"	"LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]"	507	175	26.3	55.5	1.06e-06	13.7254902	"Homo sapiens (Human)"	"GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305"
"Pver_gene_g18247"	1.89943296464052e-16	2.71637003781353e-14	"Pver_g18247.t1"	"swiss-prot"	"A0MSJ1"	"Collagen alpha-1(XXVII) chain B"	1375	762	42.7	291	7.41e-79	45.95898673	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0001501; GO:0005201; GO:0005581; GO:0005615; GO:0030198; GO:0030282; GO:0031012; GO:0046872; GO:0048570"
"Pver_gene_g22271"	2.66358000237209e-16	3.7732374826056e-14	"Pver_g22271.t1"	"trembl"	"A0A2B4RN95"	"Uncharacterized protein K02A2.6"	247	162	88.3	301	5.35e-92	15.97633136	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0015074; GO:0016021"
"Pver_gene_g5078"	3.86685223363263e-16	5.42660309721753e-14	"Pver_g5078.t1"	"trembl"	"A0A2B4RFW8"	"Transposon TX1 uncharacterized 149 kDa protein"	443	181	29.8	68.9	1.4e-08	3.757525431	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0008270"
"Pver_gene_g13454"	5.71366988892197e-16	7.94411731963448e-14	"Pver_g13454.t1"	"swiss-prot"	"Q8T8R1"	"CCHC-type zinc finger protein CG3800"	749	56	41.1	50.4	6.49e-06	33.93939394	"Drosophila melanogaster (Fruit fly)"	"GO:0003727; GO:0003729; GO:0005737; GO:0008270; GO:0045182; GO:2000767"
"Pver_gene_g24797"	8.35540551828494e-16	1.15105292901437e-13	"Pver_g24797.t1"	"trembl"	"A0A3M6TM83"	"OTU domain-containing protein"	250	150	29.3	57	2.44e-06	84.26966292	"Pocillopora damicornis"	""
"Pver_gene_g18208"	9.22117265285523e-16	1.25877389595704e-13	"Pver_g18208.t1"	"swiss-prot"	"P34457"	"Putative uncharacterized transposon-derived protein F54H12.3"	1208	201	33.3	109	5.29e-25	70.27972028	"Caenorhabditis elegans"	"GO:0003676; GO:0015074"
"Pver_gene_g13458"	9.55481488448785e-16	1.29256847122045e-13	"Pver_g13458.t1"	"swiss-prot"	"O00370"	"LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]"	1887	621	24.2	169	1.03e-40	48.70588235	"Homo sapiens (Human)"	"GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305"
"Pver_gene_g4441"	1.05982916087397e-15	1.40835351147642e-13	"Pver_g4441.t1"	"trembl"	"A0A2B4R709"	"Uncharacterized protein"	264	134	56	160	3.91e-43	33.41645885	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g26609"	1.05890077676243e-15	1.40835351147642e-13	"Pver_g26609.t2"	"trembl"	"A0A3M6TPX8"	"Dimer_Tnp_hAT domain-containing protein"	823	278	41.4	212	3.21e-57	65.72104019	"Pocillopora damicornis"	"GO:0046983"
"Pver_gene_g4234"	1.11322793765779e-15	1.46633602735696e-13	"Pver_g4234.t1"	"swiss-prot"	"Q86Y13"	"E3 ubiquitin-protein ligase DZIP3 (EC 2.3.2.27) (DAZ-interacting protein 3) (RING-type E3 ubiquitin transferase DZIP3) (RNA-binding ubiquitin ligase of 138 kDa) (hRUL138)"	1466	157	28.7	78.2	4.92e-13	12.99668874	"Homo sapiens (Human)"	"GO:0000209; GO:0003723; GO:0004842; GO:0005737; GO:0019902; GO:0031593; GO:0046872; GO:0061630"
"Pver_gene_g22002"	1.42567128687705e-15	1.86155478641267e-13	"Pver_g22002.t1"	"trembl"	"A0A0P4W1E2"	"Uncharacterized protein"	322	305	49.5	323	1.54e-96	17.20248167	"Scylla olivacea (orange mud crab)"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g6181"	1.52084154859758e-15	1.96870316325356e-13	"Pver_g6181.t1"	"swiss-prot"	"Q9ULJ7"	"Ankyrin repeat domain-containing protein 50"	1410	442	33.3	218	5.21e-56	30.93072078	"Homo sapiens (Human)"	"GO:0005768; GO:0015031; GO:1990126"
"Pver_gene_g23372"	1.81016660379483e-15	2.32320185663104e-13	"Pver_g23372.t1"	"swiss-prot"	"Q9R080"	"G-protein-signaling modulator 1 (Activator of G-protein signaling 3)"	956	320	33.1	162	3.17e-40	47.54829123	"Rattus norvegicus (Rat)"	"GO:0000139; GO:0001965; GO:0005092; GO:0005789; GO:0005829; GO:0005886; GO:0007399; GO:0008277; GO:0016239; GO:0030154; GO:0032991; GO:0034260; GO:1905098"
"Pver_gene_g13682"	2.64655239650742e-15	3.36785006660639e-13	"Pver_g13682.t1"	"swiss-prot"	"P35061"	"Histone H2A"	626	105	94.3	203	1.14e-61	84	"Acropora formosa (Staghorn coral)"	"GO:0000786; GO:0003677; GO:0005634; GO:0046982"
"Pver_gene_g22176"	2.69161484864661e-15	3.3964108039729e-13	"Pver_g22176.t1"	"trembl"	"A0A2B4RWQ6"	"Amine oxidase (EC 1.4.3.-)"	274	242	41.3	167	3.15e-44	39.86820428	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0005507; GO:0008131; GO:0009308; GO:0048038"
"Pver_gene_g22001"	4.44189784161107e-15	5.55829483246932e-13	"Pver_g22001.t1"	"trembl"	"A0A2B4R6G4"	"Uncharacterized protein"	304	302	97.351	610	0	41.08843537	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0016021"
"Pver_gene_g13795"	6.28559173751416e-15	7.80036739921592e-13	"Pver_g13795.t1"	"swiss-prot"	"O02751"	"Craniofacial development protein 2 (p97 bucentaur protein)"	520	117	37.6	94	5.42e-19	19.76351351	"Bos taurus (Bovine)"	"GO:0005634; GO:0005737"
"Pver_gene_g19376"	6.63133781291421e-15	8.16198103268195e-13	"Pver_g19376.t1"	"trembl"	"A0A2B4RKA4"	"C2H2-type domain-containing protein"	526	285	53	331	2.65e-103	49.7382199	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676"
"Pver_gene_g20145"	9.55407752293459e-15	1.16637421206818e-12	"Pver_g20145.t2"	"trembl"	"A0A1S3J1V0"	"uncharacterized protein LOC106169495"	2165	133	36.09	94.7	2.03e-15	11.94968553	"Lingula unguis"	"GO:0003676"
"Pver_gene_g19319"	1.09540090446205e-14	1.32649515979049e-12	"Pver_g19319.t1"	"swiss-prot"	"P24731"	"Alkaline nuclease (AN) (EC 3.1.-.-)"	418	208	26.4	57	1.47e-07	49.64200477	"Autographa californica nuclear polyhedrosis virus (AcMNPV)"	"GO:0004519; GO:0004527; GO:0042025"
"Pver_gene_g22428"	1.19304392074081e-14	1.43317980110752e-12	"Pver_g22428.t1"	"trembl"	"A0A2B4R4S5"	"Uromodulin"	218	220	40	156	9.58e-41	34.75513428	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0005509"
"Pver_gene_g15877"	1.69193468237219e-14	2.01635644369054e-12	"Pver_g15877.t1"	"swiss-prot"	"Q32KW9"	"Interferon-inducible GTPase 5 (EC 3.6.5.-) (Immunity-related GTPase cinema 1)"	922	260	35.4	160	1.04e-40	55.91397849	"Bos taurus (Bovine)"	"GO:0005525; GO:0016020; GO:0016787"
"Pver_gene_g19385"	2.7162098403221e-14	3.18197690411074e-12	"Pver_g19385.t1"	"trembl"	"A0A2B4RW12"	"Integrase catalytic domain-containing protein"	1041	521	81	868	0	32.70558694	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0015074"
"Pver_gene_g19614"	2.71126912404559e-14	3.18197690411074e-12	"Pver_g19614.t1"	"swiss-prot"	"O43854"	"EGF-like repeat and discoidin I-like domain-containing protein 3 (Developmentally-regulated endothelial cell locus 1 protein) (Integrin-binding protein DEL1)"	487	177	41.8	111	4.32e-25	36.875	"Homo sapiens (Human)"	"GO:0005178; GO:0005509; GO:0007155; GO:0007275; GO:0010811; GO:0062023; GO:0070062; GO:1903561"
"Pver_gene_g22243"	2.73358431426669e-14	3.18197690411074e-12	"Pver_g22243.t1"	"swiss-prot"	"P04323"	"Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	220	102	39.2	80.9	1.85e-16	9.640831758	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"Pver_gene_g18617"	2.93172927103678e-14	3.38637282568371e-12	"Pver_g18617.t2"	"trembl"	"A0A2B4REP8"	"Uncharacterized protein"	663	232	80.2	377	2.6e-120	45.04854369	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676"
"Pver_gene_g25807"	5.22366925281426e-14	5.9876807252106e-12	"Pver_g25807.t1"	"trembl"	"A0A0P4W1E2"	"Uncharacterized protein"	929	142	47.9	154	2.65e-34	8.009024253	"Scylla olivacea (orange mud crab)"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g3632"	7.15888541747703e-14	8.14377450218448e-12	"Pver_g3632.t1"	"swiss-prot"	"Q17RP2"	"Tigger transposable element-derived protein 6"	472	291	36.1	196	1.51e-55	55.85412668	"Homo sapiens (Human)"	"GO:0003677; GO:0005634"
"Pver_gene_g11365"	9.08460743779096e-14	1.02567267132232e-11	"Pver_g11365.t1"	"trembl"	"A0A2B4S371"	"Uncharacterized protein"	539	293	31.7	132	6.51e-29	46.06918239	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g15350"	1.00827581778311e-13	1.12987087162919e-11	"Pver_g15350.t1"	"trembl"	"A0A2B4R6C9"	"THAP-type domain-containing protein"	739	235	34.9	144	2.75e-32	34.55882353	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003677"
"Pver_gene_g26749"	1.10727316048262e-13	1.23161583539312e-11	"Pver_g26749.t1"	"trembl"	"A0A2B4RBG6"	"Nucleotide-binding oligomerization domain-containing protein 2"	240	233	54.5	277	4.74e-82	8.664931201	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0015074"
"Pver_gene_g11556"	1.16765576906068e-13	1.28922934030994e-11	"Pver_g11556.t2"	"trembl"	"A0A2B4RWM5"	"Uncharacterized protein"	700	82	53.7	87	6.91e-15	25.86750789	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g23356"	1.25381858444274e-13	1.374258384233e-11	"Pver_g23356.t1"	"swiss-prot"	"Q5F4A1"	"G2/M phase-specific E3 ubiquitin-protein ligase (EC 2.3.2.26) (G2/M phase-specific HECT-type E3 ubiquitin transferase)"	731	213	28.638	60.8	3.08e-08	28.70619946	"Gallus gallus (Chicken)"	"GO:0004842; GO:0005730; GO:0005737; GO:0006915; GO:0007275; GO:0046872"
"Pver_gene_g21053"	1.34512697688004e-13	1.46365410759643e-11	"Pver_g21053.t1"	"trembl"	"A0A2B4SGN4"	"Uncharacterized protein"	396	327	27.5	147	6.4e-37	88.37837838	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g16561"	1.6473613599745e-13	1.77962432959547e-11	"Pver_g16561.t1"	"trembl"	"A0A2B4RYM7"	"Uncharacterized protein"	1116	185	98.4	369	5.69e-109	22.8960396	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g15351"	2.77786207249527e-13	2.97945549147064e-11	"Pver_g15351.t1"	"swiss-prot"	"P0CQ92"	"ATP-dependent RNA helicase DRS1 (EC 3.6.4.13)"	756	515	53	518	2.72e-172	63.73762376	"Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans)"	"GO:0003723; GO:0003724; GO:0005524; GO:0005730; GO:0042254"
"Pver_gene_g14626"	5.55431114637359e-13	5.9151444094997e-11	"Pver_g14626.t1"	"trembl"	"A0A2B4RHN3"	"Putative E3 ubiquitin-protein ligase UBR7"	958	345	76.2	528	1.2e-161	19.41474395	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0015074; GO:0046872"
"Pver_gene_g21514"	6.05760281776238e-13	6.40570168390985e-11	"Pver_g21514.t1"	"swiss-prot"	"O00370"	"LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]"	384	219	28.3	74.3	4.98e-13	17.17647059	"Homo sapiens (Human)"	"GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305"
"Pver_gene_g6836"	7.35070351786461e-13	7.71875272896888e-11	"Pver_g6836.t1"	"swiss-prot"	"P04323"	"Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	1455	250	36.4	164	1.38e-39	23.6294896	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"Pver_gene_g18481"	1.34023155495649e-12	1.39756368258519e-10	"Pver_g18481.t1"	"swiss-prot"	"Q6IV76"	"Tafazzin"	263	259	44	248	2e-81	98.85496183	"Erythrocebus patas (Red guenon) (Cercopithecus patas)"	"GO:0006644; GO:0016021; GO:0016746"
"Pver_gene_g10128"	1.35759890220591e-12	1.40591069762234e-10	"Pver_g10128.t1"	"trembl"	"A0A2B4RCU6"	"Proto-oncogene tyrosine-protein kinase receptor Ret"	236	253	43.5	196	7.67e-56	46.85185185	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0004672; GO:0005524"
"Pver_gene_g19088"	1.39014844907262e-12	1.42975815830647e-10	"Pver_g19088.t1"	"swiss-prot"	"P81274"	"G-protein-signaling modulator 2 (Mosaic protein LGN)"	1115	90	42.2	74.3	3.39e-12	13.15789474	"Homo sapiens (Human)"	"GO:0000132; GO:0000166; GO:0001965; GO:0005092; GO:0005623; GO:0005737; GO:0005813; GO:0005829; GO:0005938; GO:0007052; GO:0007186; GO:0008022; GO:0016328; GO:0019904; GO:0031291; GO:0032991; GO:0042802; GO:0043621; GO:0051301; GO:0051661; GO:0060236; GO:0070840; GO:0097431; GO:0097575; GO:0099738; GO:1904778; GO:1905832"
"Pver_gene_g4694"	1.45059696339827e-12	1.48177986410806e-10	"Pver_g4694.t1"	"swiss-prot"	"Q9VPH8"	"Retinoblastoma-binding protein 5 homolog"	1173	145	71.7	228	1.06e-63	29.65235174	"Drosophila melanogaster (Fruit fly)"	"GO:0044665; GO:0044666; GO:0048188; GO:0051568"
"Pver_gene_g13251"	1.50544718200328e-12	1.52741857330819e-10	"Pver_g13251.t2"	"trembl"	"A0A2B4R3R5"	"Uncharacterized protein (Fragment)"	607	181	50.3	213	2.13e-60	58.01282051	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003700; GO:0061400"
