Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M202110205BF3C56A578D7D6DFD1FC81EE5DA77302442306
A0A3M6TND1	A0A3M6TND1_POCDA	unreviewed	pdam_00005113	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	347	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	GO:0000139; GO:0016021	RMX42859.1
A0A2B4SR74	A0A2B4SR74_STYPI	unreviewed	bag AWC38_SpisGene4198	Stylophora pistillata (Smooth cauliflower coral)	IgA FC receptor	461			PFX30987.1
A0A2B4SPJ9	A0A2B4SPJ9_STYPI	unreviewed	Nefh AWC38_SpisGene4201	Stylophora pistillata (Smooth cauliflower coral)	Neurofilament heavy polypeptide	1958			PFX31003.1
A0A3M6TNN1	A0A3M6TNN1_POCDA	unreviewed	pdam_00005126	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	791			RMX42834.1
A0A3M6UX11	A0A3M6UX11_POCDA	unreviewed	pdam_00000122	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	635	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX58243.1
A0A3M6V1Q0	A0A3M6V1Q0_POCDA	unreviewed	pdam_00022557	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	B box-type domain-containing protein	985	zinc ion binding [GO:0008270]	GO:0008270	RMX59873.1
A0A3M6TSJ0	A0A3M6TSJ0_POCDA	unreviewed	pdam_00015979	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Sulfhydryl oxidase (EC 1.8.3.2) (Fragment)	625	integral component of membrane [GO:0016021]; flavin-linked sulfhydryl oxidase activity [GO:0016971]	GO:0016021; GO:0016971	RMX44350.1
A0A3M6TN65	A0A3M6TN65_POCDA	unreviewed	pdam_00025677	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein (Fragment)	156	integral component of membrane [GO:0016021]	GO:0016021	RMX42820.1
A0A3M6T408	A0A3M6T408_POCDA	unreviewed	pdam_00022554	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DUF4203 domain-containing protein	210	integral component of membrane [GO:0016021]; positive regulation of canonical Wnt signaling pathway [GO:0090263]	GO:0016021; GO:0090263	RMX34583.1
A0A3M6UJZ7	A0A3M6UJZ7_POCDA	unreviewed	pdam_00022358	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	958			RMX53889.1
A0A3M6TSX3	A0A3M6TSX3_POCDA	unreviewed	pdam_00006010	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	288			RMX44502.1
A0A3M6UNL2	A0A3M6UNL2_POCDA	unreviewed	pdam_00025121	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	269			RMX55283.1
A0A3M6UE10	A0A3M6UE10_POCDA	unreviewed	pdam_00019275	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Peptidase S1 domain-containing protein	388	serine-type endopeptidase activity [GO:0004252]	GO:0004252	RMX51809.1
A0A3M6UDP4	A0A3M6UDP4_POCDA	unreviewed	pdam_00019279	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1765	membrane [GO:0016020]; hydrolase activity [GO:0016787]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020; GO:0016787	RMX51803.1
A0A2B4SKI9	A0A2B4SKI9_STYPI	unreviewed	jockey\pol AWC38_SpisGene5661	Stylophora pistillata (Smooth cauliflower coral)	RNA-directed DNA polymerase from mobile element jockey	2099	nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0008270; GO:0015074	PFX29603.1
A0A2B4RV93	A0A2B4RV93_STYPI	unreviewed	Dmbt1 AWC38_SpisGene15395	Stylophora pistillata (Smooth cauliflower coral)	Deleted in malignant brain tumors 1 protein	1801	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020	PFX20142.1
A0A3M6UE88	A0A3M6UE88_POCDA	unreviewed	pdam_00004736	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	3139	integral component of membrane [GO:0016021]; protein tyrosine phosphatase activity [GO:0004725]	GO:0004725; GO:0016021	RMX51981.1
A0A3M6UBD7	A0A3M6UBD7_POCDA	unreviewed	pdam_00013901	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	561			RMX50997.1
A0A3M6UBG3	A0A3M6UBG3_POCDA	unreviewed	pdam_00013902	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	2095	integral component of membrane [GO:0016021]	GO:0016021	RMX51000.1
A0A3M6UC66	A0A3M6UC66_POCDA	unreviewed	pdam_00015803	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TBC1 domain family member 31 (WD repeat-containing protein 67)	2132	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; ion transport [GO:0006811]	GO:0006811; GO:0016021; GO:0022857	RMX51146.1
A0A3M6TJL8	A0A3M6TJL8_POCDA	unreviewed	pdam_00008885	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	SOR_SNZ domain-containing protein	323	catalytic activity [GO:0003824]; pyridoxal phosphate biosynthetic process [GO:0042823]	GO:0003824; GO:0042823	RMX41623.1
A0A2B4S328	A0A2B4S328_STYPI	unreviewed	AWC38_SpisGene11610	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	243			PFX23816.1
A0A3M6TY59	A0A3M6TY59_POCDA	unreviewed	pdam_00000684	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	345			RMX46332.1
A0A2B4R5T2	A0A2B4R5T2_STYPI	unreviewed	Cad96Ca AWC38_SpisGene22961	Stylophora pistillata (Smooth cauliflower coral)	Tyrosine kinase receptor Cad96Ca	1066	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]	GO:0004713; GO:0005524; GO:0016021	PFX13001.1
A0A3M6TXN5	A0A3M6TXN5_POCDA	unreviewed	pdam_00022548	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	313	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX46213.1
A0A3M6U4J9	A0A3M6U4J9_POCDA	unreviewed	pdam_00008512	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1154	ADP binding [GO:0043531]; signal transduction [GO:0007165]	GO:0007165; GO:0043531	RMX48517.1
A0A3M6TA12	A0A3M6TA12_POCDA	unreviewed	pdam_00014774	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	241	DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]; regulation of transcription, DNA-templated [GO:0006355]	GO:0003677; GO:0006355; GO:0046983	RMX38169.1
A0A3M6T9V8	A0A3M6T9V8_POCDA	unreviewed	pdam_00014765	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	167			RMX38165.1
A0A3M6TA79	A0A3M6TA79_POCDA	unreviewed	pdam_00014764	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	254			RMX38164.1
A0A3M6T9U5	A0A3M6T9U5_POCDA	unreviewed	pdam_00014762	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	318			RMX38162.1
A0A3M6T9U2	A0A3M6T9U2_POCDA	unreviewed	pdam_00014757	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	UBX domain-containing protein	504			RMX38157.1
A0A3M6T9Z3	A0A3M6T9Z3_POCDA	unreviewed	pdam_00014751	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	GPI mannosyltransferase 2 (EC 2.4.1.-)	574	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; alpha-1,6-mannosyltransferase activity [GO:0000009]; glycolipid mannosyltransferase activity [GO:0004376]; GPI anchor biosynthetic process [GO:0006506]	GO:0000009; GO:0004376; GO:0005789; GO:0006506; GO:0016021	RMX38151.1
A0A3M6TPY9	A0A3M6TPY9_POCDA	unreviewed	pdam_00021196	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	221			RMX43426.1
A0A3M6TQ93	A0A3M6TQ93_POCDA	unreviewed	pdam_00020598	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	ZP domain-containing protein (Fragment)	353	calcium ion binding [GO:0005509]	GO:0005509	RMX43597.1
A0A2B4R8Q2	A0A2B4R8Q2_STYPI	unreviewed	AWC38_SpisGene23343	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1851			PFX12655.1
A0A2B4R9Q0	A0A2B4R9Q0_STYPI	unreviewed	AWC38_SpisGene20721	Stylophora pistillata (Smooth cauliflower coral)	HECT domain-containing protein	451	ubiquitin-protein transferase activity [GO:0004842]	GO:0004842	PFX15074.1
A0A3M6UQG9	A0A3M6UQG9_POCDA	unreviewed	pdam_00006237	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	464			RMX55892.1
