Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M202110205BF3C56A578D7D6DFD1FC81EE5DA77302442196
A0A2B4RSA5	A0A2B4RSA5_STYPI	unreviewed	zmynd10 AWC38_SpisGene16353	Stylophora pistillata (Smooth cauliflower coral)	Zinc finger MYND domain-containing protein 10	673			PFX19237.1
A0A3M6TG93	A0A3M6TG93_POCDA	unreviewed	pdam_00008704	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1850	integral component of membrane [GO:0016021]	GO:0016021	RMX40329.1
A0A3M6TFX8	A0A3M6TFX8_POCDA	unreviewed	pdam_00008699	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	804	integral component of membrane [GO:0016021]	GO:0016021	RMX40306.1
A0A3M6U8B6	A0A3M6U8B6_POCDA	unreviewed	pdam_00008604	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	148			RMX49698.1
A0A2B4RJ72	A0A2B4RJ72_STYPI	unreviewed	Baiap2l1 AWC38_SpisGene19323	Stylophora pistillata (Smooth cauliflower coral)	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	1342	plasma membrane organization [GO:0007009]	GO:0007009	PFX16408.1
A0A2B4ST14	A0A2B4ST14_STYPI	unreviewed	NLRP12 AWC38_SpisGene2674	Stylophora pistillata (Smooth cauliflower coral)	NACHT, LRR and PYD domains-containing protein 12	3848			PFX32476.1
A0A3M6UU99	A0A3M6UU99_POCDA	unreviewed	pdam_00022802	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	NACHT domain-containing protein	908			RMX57220.1
A0A3M6UUE5	A0A3M6UUE5_POCDA	unreviewed	pdam_00022801	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	743	ATP binding [GO:0005524]; nucleosome-dependent ATPase activity [GO:0070615]	GO:0005524; GO:0070615	RMX57219.1
A0A3M6UKE7	A0A3M6UKE7_POCDA	unreviewed	pdam_00013698	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	SAM domain-containing protein	1132			RMX54039.1
A0A3M6UK46	A0A3M6UK46_POCDA	unreviewed	pdam_00013685	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	STAS domain-containing protein	269	phosphatase activity [GO:0016791]	GO:0016791	RMX54017.1
A0A2B4S578	A0A2B4S578_STYPI	unreviewed	HIPK2 AWC38_SpisGene11759	Stylophora pistillata (Smooth cauliflower coral)	Homeodomain-interacting protein kinase 2	2896	nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; protein kinase activity [GO:0004672]	GO:0003677; GO:0004672; GO:0005524; GO:0005634	PFX23682.1
A0A3M6UB81	A0A3M6UB81_POCDA	unreviewed	pdam_00017545	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1125	integral component of membrane [GO:0016021]	GO:0016021	RMX50932.1
A0A3M6UBM1	A0A3M6UBM1_POCDA	unreviewed	pdam_00015429	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	EGF-like domain-containing protein	561			RMX50956.1
A0A2B4RB37	A0A2B4RB37_STYPI	unreviewed	HARBI1 AWC38_SpisGene22478	Stylophora pistillata (Smooth cauliflower coral)	Putative nuclease HARBI1	524	metal ion binding [GO:0046872]	GO:0046872	PFX13432.1
A0A3M6T942	A0A3M6T942_POCDA	unreviewed	pdam_00007030	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	186			RMX37853.1
A0A2B4SYN4	A0A2B4SYN4_STYPI	unreviewed	Klc2 AWC38_SpisGene201	Stylophora pistillata (Smooth cauliflower coral)	Kinesin light chain 2	1567	ADP binding [GO:0043531]	GO:0043531	PFX35021.1
