Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M2021102092C7BAECDB1C5C413EE0E0348724B6822441ACZ
A0A3M6UWG0	A0A3M6UWG0_POCDA	unreviewed	pdam_00015932	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	772			RMX57975.1
A0A2B4RAH0	A0A2B4RAH0_STYPI	unreviewed	PKD1L2 AWC38_SpisGene22410	Stylophora pistillata (Smooth cauliflower coral)	Polycystic kidney disease protein 1-like 2	2058	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]	GO:0005509; GO:0005886; GO:0016021	PFX13500.1
A0A2B4RG13	A0A2B4RG13_STYPI	unreviewed	Heg1 AWC38_SpisGene20573	Stylophora pistillata (Smooth cauliflower coral)	Protein HEG-like 1	1096	calcium ion binding [GO:0005509]; ubiquitin-protein transferase activity [GO:0004842]	GO:0004842; GO:0005509	PFX15215.1
A0A2B4SBJ7	A0A2B4SBJ7_STYPI	unreviewed	FAT4 AWC38_SpisGene9517	Stylophora pistillata (Smooth cauliflower coral)	Protocadherin Fat 4	385	calcium ion binding [GO:0005509]	GO:0005509	PFX25825.1
A0A3M6TF26	A0A3M6TF26_POCDA	unreviewed	pdam_00017275	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	342			RMX40007.1
A0A2B4SGP6	A0A2B4SGP6_STYPI	unreviewed	HMCN1 AWC38_SpisGene7559	Stylophora pistillata (Smooth cauliflower coral)	Hemicentin-1	597			PFX27737.1
A0A3M6UZM1	A0A3M6UZM1_POCDA	unreviewed	pdam_00009827	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1433			RMX59136.1
A0A3M6UWG8	A0A3M6UWG8_POCDA	unreviewed	pdam_00013402	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	822	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016021	RMX58046.1
A0A3M6UTR4	A0A3M6UTR4_POCDA	unreviewed	pdam_00016953	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	526	integral component of membrane [GO:0016021]	GO:0016021	RMX56967.1
A0A3M6V1K0	A0A3M6V1K0_POCDA	unreviewed	pdam_00012080	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	658			RMX59689.1
A0A3M6V1A6	A0A3M6V1A6_POCDA	unreviewed	pdam_00012078	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	415	nucleus [GO:0005634]; nucleosome assembly [GO:0006334]	GO:0005634; GO:0006334	RMX59692.1
A0A3M6T482	A0A3M6T482_POCDA	unreviewed	pdam_00024214	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2095	transferase activity, transferring glycosyl groups [GO:0016757]	GO:0016757	RMX35108.1
A0A3M6UVY6	A0A3M6UVY6_POCDA	unreviewed	pdam_00023223	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1246	transferase activity, transferring glycosyl groups [GO:0016757]	GO:0016757	RMX57856.1
A0A2B4RU21	A0A2B4RU21_STYPI	unreviewed	KLHL3 AWC38_SpisGene15736	Stylophora pistillata (Smooth cauliflower coral)	Kelch-like protein 3	1488			PFX19847.1
A0A3M6UWI0	A0A3M6UWI0_POCDA	unreviewed	pdam_00017233	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	981			RMX57995.1
A0A3M6TLZ7	A0A3M6TLZ7_POCDA	unreviewed	pdam_00004857	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	4388			RMX42376.1
A0A3M6TLX3	A0A3M6TLX3_POCDA	unreviewed	pdam_00004871	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1003			RMX42360.1
A0A3M6TM65	A0A3M6TM65_POCDA	unreviewed	pdam_00004879	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	488	integral component of membrane [GO:0016021]; reticulophagy [GO:0061709]	GO:0016021; GO:0061709	RMX42354.1
A0A3M6TM47	A0A3M6TM47_POCDA	unreviewed	pdam_00004880	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	SH3 domain-containing protein (Fragment)	662	phosphatidylinositol binding [GO:0035091]	GO:0035091	RMX42388.1
A0A2B4SRB3	A0A2B4SRB3_STYPI	unreviewed	SLC22A15 AWC38_SpisGene1888	Stylophora pistillata (Smooth cauliflower coral)	Solute carrier family 22 member 15	480	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857	PFX33214.1
A0A3M6TMA0	A0A3M6TMA0_POCDA	unreviewed	pdam_00004886	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1175	integral component of membrane [GO:0016021]; protein localization to juxtaparanode region of axon [GO:0071205]	GO:0016021; GO:0071205	RMX42394.1
A0A2B4STE9	A0A2B4STE9_STYPI	unreviewed	DARS AWC38_SpisGene1903	Stylophora pistillata (Smooth cauliflower coral)	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12)	585	cytoplasm [GO:0005737]; aspartate-tRNA ligase activity [GO:0004815]; ATP binding [GO:0005524]; aspartyl-tRNA aminoacylation [GO:0006422]	GO:0004815; GO:0005524; GO:0005737; GO:0006422	PFX33181.1
A0A3M6TM84	A0A3M6TM84_POCDA	unreviewed	pdam_00004918	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	BHLH domain-containing protein	189	protein dimerization activity [GO:0046983]	GO:0046983	RMX42411.1
A0A3M6URN2	A0A3M6URN2_POCDA	unreviewed	pdam_00004434	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Receptor protein serine/threonine kinase (EC 2.7.11.30) (Fragment)	354	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein serine/threonine kinase activity [GO:0004675]	GO:0004675; GO:0005524; GO:0016021	RMX56336.1
A0A3M6US00	A0A3M6US00_POCDA	unreviewed	pdam_00004463	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.244)	706	Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity [GO:0033842]	GO:0016021; GO:0032580; GO:0033842	RMX56344.1
A0A3M6URX2	A0A3M6URX2_POCDA	unreviewed	pdam_00004464	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	NARG2_C domain-containing protein	770	transcription elongation factor complex [GO:0008023]	GO:0008023	RMX56349.1
A0A2B4SD60	A0A2B4SD60_STYPI	unreviewed	Agmo AWC38_SpisGene8822	Stylophora pistillata (Smooth cauliflower coral)	Alkylglycerol monooxygenase	460	integral component of membrane [GO:0016021]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; lipid biosynthetic process [GO:0008610]	GO:0004497; GO:0005506; GO:0008610; GO:0016021	PFX26518.1
A0A3M6U7C2	A0A3M6U7C2_POCDA	unreviewed	pdam_00023599	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Nucleolar GTP-binding protein 2	744	nucleolus [GO:0005730]; GTP binding [GO:0005525]	GO:0005525; GO:0005730	RMX49486.1
A0A2B4S964	A0A2B4S964_STYPI	unreviewed	Parp14 AWC38_SpisGene10017	Stylophora pistillata (Smooth cauliflower coral)	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	1831	NAD+ ADP-ribosyltransferase activity [GO:0003950]; RNA binding [GO:0003723]	GO:0003723; GO:0003950	PFX25340.1
A0A2B4RNM9	A0A2B4RNM9_STYPI	unreviewed	AWC38_SpisGene17223	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	480			PFX18413.1
A0A2B4SFV3	A0A2B4SFV3_STYPI	unreviewed	DTX3L AWC38_SpisGene7988	Stylophora pistillata (Smooth cauliflower coral)	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	1836	transferase activity [GO:0016740]; zinc ion binding [GO:0008270]; Notch signaling pathway [GO:0007219]; protein ubiquitination [GO:0016567]	GO:0007219; GO:0008270; GO:0016567; GO:0016740	PFX27325.1
