Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M202110205BF3C56A578D7D6DFD1FC81EE5DA77302441883
A0A2B4SXB3	A0A2B4SXB3_STYPI	unreviewed	C1QTNF9 AWC38_SpisGene1161	Stylophora pistillata (Smooth cauliflower coral)	Complement C1q and tumor necrosis factor-related protein 9	329	integral component of membrane [GO:0016021]; tumor necrosis factor receptor binding [GO:0005164]; immune response [GO:0006955]	GO:0005164; GO:0006955; GO:0016021	PFX33966.1
A0A3M6TKZ4	A0A3M6TKZ4_POCDA	unreviewed	pdam_00001256	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	RING-type domain-containing protein (Fragment)	138	zinc ion binding [GO:0008270]	GO:0008270	RMX42059.1
A0A2B4SZI8	A0A2B4SZI8_STYPI	unreviewed	Ranbp2 AWC38_SpisGene1169	Stylophora pistillata (Smooth cauliflower coral)	E3 SUMO-protein ligase RanBP2	2787	ligase activity [GO:0016874]; metal ion binding [GO:0046872]; intracellular transport [GO:0046907]	GO:0016874; GO:0046872; GO:0046907	PFX33958.1
A0A3M6TRC5	A0A3M6TRC5_POCDA	unreviewed	pdam_00011285	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2496	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005509; GO:0005886; GO:0007156; GO:0016021	RMX43899.1
A0A2B4RIR7	A0A2B4RIR7_STYPI	unreviewed	AWC38_SpisGene19017	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1309			PFX16703.1
A0A3M6TS85	A0A3M6TS85_POCDA	unreviewed	pdam_00025492	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	486			RMX44283.1
A0A2B4S3T3	A0A2B4S3T3_STYPI	unreviewed	Fbxo11 AWC38_SpisGene12198	Stylophora pistillata (Smooth cauliflower coral)	F-box only protein 11	685	ubiquitin ligase complex [GO:0000151]; zinc ion binding [GO:0008270]; protein ubiquitination [GO:0016567]	GO:0000151; GO:0008270; GO:0016567	PFX23257.1
A0A2B4R7P0	A0A2B4R7P0_STYPI	unreviewed	Ncam1 AWC38_SpisGene23126	Stylophora pistillata (Smooth cauliflower coral)	Neural cell adhesion molecule 1	1906	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX12849.1
A0A3M6UXP6	A0A3M6UXP6_POCDA	unreviewed	pdam_00012524	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1534	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; nitrogen compound transport [GO:0071705]	GO:0005886; GO:0016021; GO:0022857; GO:0071705	RMX58359.1
A0A3M6UXM7	A0A3M6UXM7_POCDA	unreviewed	pdam_00012528	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	UDG domain-containing protein	216	uracil DNA N-glycosylase activity [GO:0004844]; base-excision repair [GO:0006284]	GO:0004844; GO:0006284	RMX58357.1
A0A3M6UYG7	A0A3M6UYG7_POCDA	unreviewed	pdam_00012529	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	459			RMX58358.1
A0A3M6UXN3	A0A3M6UXN3_POCDA	unreviewed	pdam_00012530	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	BTB domain-containing protein (Fragment)	514	voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]	GO:0005249; GO:0008076; GO:0034765; GO:0051260	RMX58380.1
A0A3M6T4L0	A0A3M6T4L0_POCDA	unreviewed	pdam_00021759	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	FLYWCH-type domain-containing protein (Fragment)	382			RMX35780.1
A0A3M6TMG9	A0A3M6TMG9_POCDA	unreviewed	pdam_00020418	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	924	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; endocytosis [GO:0006897]	GO:0005509; GO:0006897; GO:0016021	RMX42501.1
A0A3M6UBQ7	A0A3M6UBQ7_POCDA	unreviewed	pdam_00015437	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	409	integral component of membrane [GO:0016021]	GO:0016021	RMX50944.1
A0A2B4SNT8	A0A2B4SNT8_STYPI	unreviewed	AWC38_SpisGene3653	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	893			PFX31561.1
A0A2B4RPQ5	A0A2B4RPQ5_STYPI	unreviewed	AWC38_SpisGene16000	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	438			PFX19591.1
A0A2B4SVB4	A0A2B4SVB4_STYPI	unreviewed	Cd163 AWC38_SpisGene2803	Stylophora pistillata (Smooth cauliflower coral)	Scavenger receptor cysteine-rich type 1 protein M130	533	membrane [GO:0016020]; calcium ion binding [GO:0005509]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0005509; GO:0016020	PFX32345.1
A0A3M6T4X3	A0A3M6T4X3_POCDA	unreviewed	pdam_00010034	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	GP-PDE domain-containing protein (Fragment)	373	phosphoric diester hydrolase activity [GO:0008081]; lipid metabolic process [GO:0006629]	GO:0006629; GO:0008081	RMX36451.1
A0A3M6T4W6	A0A3M6T4W6_POCDA	unreviewed	pdam_00010035	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DUF4209 domain-containing protein	566			RMX36452.1
